product_id,category_id,name,slug,description,base_price,thumbnail_url,is_customizable,avg_rating,is_active,created_at,updated_at
fd824b97-76d8-5409-b3af-45924860887c,86fd30aa-31fa-5c90-9e30-bd90f62c6f4f,Berry Blush,berry-blush,"Dâu Sữa Chua - Vị dâu tươi chua ngọt kết hợp mousse sữa chua thanh nhẹ, tạo cảm giác mềm – mát – không ngấy",300000,https://res.cloudinary.com/dhw56qppe/image/upload/v1782492845/product-image/entremet/Entremet_s12_BerryBlush.png,True,0.0,True,2026-06-27T00:56:55.279862,2026-06-27T00:56:55.279862
7fd3ba97-c942-52ff-b97c-1481e8cd9ffe,86fd30aa-31fa-5c90-9e30-bd90f62c6f4f,Golden Tropic,golden-tropic,Xoài Chanh Dây - Sự kết hợp nhiệt đới giữa xoài và chanh dây mang đến vị chua ngọt bùng nổ nhưng vẫn hài hòa.,280000,https://res.cloudinary.com/dhw56qppe/image/upload/v1782492848/product-image/entremet/Entremet_s12_GoldenTropic.png,True,0.0,True,2026-06-27T00:56:55.279862,2026-06-27T00:56:55.279862
37d35a0e-3ac5-55c7-9eb5-347de3abda91,86fd30aa-31fa-5c90-9e30-bd90f62c6f4f,Banoffee Velvet,banoffee-velvet,Chuối Kẹo Bơ - Chuối chín kết hợp caramel và vani tạo vị béo ngậy nhưng không ngấy,250000,https://res.cloudinary.com/dhw56qppe/image/upload/v1782492844/product-image/entremet/Entremet_s12_BanoffeeVelvet.png,True,0.0,True,2026-06-27T00:56:55.279862,2026-06-27T00:56:55.279862
1114509d-70fe-5600-a261-e7e105d5f9e2,86fd30aa-31fa-5c90-9e30-bd90f62c6f4f,Oolong Peach,oolong-peach,"Ô Long Đào - Vị trà ô long đậm đà, thơm thanh nhẹ kết hợp cùng nhân đào tươi chua ngọt mọng nước, mang lại cảm giác tươi mát, hài hòa giữa vị chát nhẹ của trà và ngọt dịu của trái cây.",300000,https://res.cloudinary.com/dhw56qppe/image/upload/v1782492851/product-image/entremet/Entremet_s12_OolongPeach.png,True,0.0,True,2026-06-27T00:56:55.279862,2026-06-27T00:56:55.279862
bf113453-758d-559e-ac4e-faf50caa8cfa,86fd30aa-31fa-5c90-9e30-bd90f62c6f4f,Avocado Cloud,avocado-cloud,"Bơ Dừa - Vị bơ béo mịn kết hợp dừa thơm nhẹ, tạo cảm giác giống kem bơ Đà Lạt nhưng nâng cấp thành entremet mềm mượt, thanh và ít ngọt.",300000,https://res.cloudinary.com/dhw56qppe/image/upload/v1782492843/product-image/entremet/Entremet_s12_AvocadoCloud.png,True,0.0,True,2026-06-27T00:56:55.279862,2026-06-27T00:56:55.279862
001c8b28-7c4e-5017-9f39-7b58f1d3d858,86fd30aa-31fa-5c90-9e30-bd90f62c6f4f,Matcha Haze,matcha-haze,"Matcha Sữa - Matcha nhẹ nhàng hòa cùng sữa béo tạo cảm giác thanh, không đắng gắt. Phù hợp khách thích vị trà nhưng dễ ăn.",320000,https://res.cloudinary.com/dhw56qppe/image/upload/v1782492849/product-image/entremet/Entremet_s12_MatchaHaze.png,True,0.0,True,2026-06-27T00:56:55.279862,2026-06-27T00:56:55.279862
4d6e1898-6341-5a06-95d5-b8cdd8453099,86fd30aa-31fa-5c90-9e30-bd90f62c6f4f,Blueberry Bloom,blueberry-bloom,"Việt Quất Phô Mai - Phô mai béo nhẹ kết hợp việt quất chua thanh, tạo sự cân bằng giữa béo – chua – ngọt",320000,https://res.cloudinary.com/dhw56qppe/image/upload/v1782492847/product-image/entremet/Entremet_s12_BlueberryBloom.png,True,0.0,True,2026-06-27T00:56:55.279862,2026-06-27T00:56:55.279862
7a395945-b0cb-559d-b4f5-57cd1bf4e3bb,d38a3689-b691-57ed-8d00-9cce9a1251bd,Strawberry Dream,strawberry-dream,"Dâu tây tươi chua ngọt hòa quyện cùng lớp mousse mềm mịn, mang đến cảm giác thanh mát và dễ thưởng thức. Sắc hồng pastel nhẹ nhàng cùng lớp phủ bóng mượt tạo nên vẻ ngoài ngọt ngào và cuốn hút.",429000,https://res.cloudinary.com/dhw56qppe/image/upload/v1782492927/product-image/mousse/Mousse_StrawberryDream.png,True,0.0,True,2026-06-27T00:56:55.279862,2026-06-27T00:56:55.279862
99310382-f961-57ed-8d52-e2dc08c37ba9,d38a3689-b691-57ed-8d00-9cce9a1251bd,Matcha Bloom,matcha-bloom,"Matcha Bloom nổi bật với hương trà xanh Nhật Bản thanh dịu kết hợp mousse kem sữa mịn màng. Vị trà xanh cân bằng, hậu vị nhẹ nhàng cùng sắc xanh pastel mang đến cảm giác tinh tế và hiện đại.",449000,https://res.cloudinary.com/dhw56qppe/image/upload/v1782492922/product-image/mousse/Mousse_MatchaBloom_cut.png,True,0.0,True,2026-06-27T00:56:55.280867,2026-06-27T00:56:55.280867
c46958de-acd4-5951-a1f3-ad13cbd9400a,d38a3689-b691-57ed-8d00-9cce9a1251bd,Blueberry Bliss,blueberry-bliss,"Việt quất tự nhiên với vị chua ngọt hài hòa kết hợp lớp mousse mềm mượt, tạo nên trải nghiệm tươi mới và dễ chịu. Tông tím xanh nổi bật giúp chiếc bánh trở nên sang trọng và bắt mắt.",439000,https://res.cloudinary.com/dhw56qppe/image/upload/v1782492911/product-image/mousse/Mousse_BlueberryBliss.png,True,0.0,True,2026-06-27T00:56:55.280867,2026-06-27T00:56:55.280867
47b73c21-7e3d-5a33-8edf-55f3b5ed8bcd,d38a3689-b691-57ed-8d00-9cce9a1251bd,Mango Delight,mango-delight,"Xoài chín thơm ngọt hòa quyện cùng mousse mịn nhẹ, mang đến hương vị nhiệt đới tươi mát. Sắc vàng rực rỡ cùng lớp phủ bóng tạo nên vẻ ngoài nổi bật cho mọi dịp đặc biệt.",419000,https://res.cloudinary.com/dhw56qppe/image/upload/v1782492919/product-image/mousse/Mousse_MangoDelight.png,True,0.0,True,2026-06-27T00:56:55.280867,2026-06-27T00:56:55.280867
6239e932-344c-5dc0-b461-f0e426a9a70a,d38a3689-b691-57ed-8d00-9cce9a1251bd,Melon Breeze,melon-breeze,Dưa lưới thanh mát kết hợp mousse mềm mịn tạo cảm giác nhẹ nhàng và sảng khoái. Tông xanh pastel tươi mới giúp chiếc bánh trở thành lựa chọn hoàn hảo cho những buổi tiệc mùa hè.,419000,https://res.cloudinary.com/dhw56qppe/image/upload/v1782492925/product-image/mousse/Mousse_MelonBreeze.png,True,0.0,True,2026-06-27T00:56:55.280867,2026-06-27T00:56:55.280867
35d8ca52-87ee-546b-a3ff-39dec9154309,d38a3689-b691-57ed-8d00-9cce9a1251bd,Lychee Garden,lychee-garden,"Hương nhãn tự nhiên thanh ngọt kết hợp lớp mousse mượt mà, mang đến cảm giác tinh tế và dễ chịu. Sắc trắng ngà trang nhã cùng thiết kế tối giản tạo nên vẻ đẹp nhẹ nhàng, sang trọng.",429000,https://res.cloudinary.com/dhw56qppe/image/upload/v1782492916/product-image/mousse/Mousse_LycheeGarden.png,True,0.0,True,2026-06-27T00:56:55.280867,2026-06-27T00:56:55.280867
4d447a82-d8df-578b-94a1-208b06faebe2,d38a3689-b691-57ed-8d00-9cce9a1251bd,Chocolate Velvet,chocolate-velvet,"Socola đậm vị kết hợp mousse cacao mềm mịn, tạo nên trải nghiệm tròn vị với hậu vị sâu lắng đặc trưng. Lớp phủ socola bóng cùng tông màu nâu đen sang trọng làm nổi bật vẻ ngoài cao cấp của chiếc bánh.",459000,https://res.cloudinary.com/dhw56qppe/image/upload/v1782492913/product-image/mousse/Mousse_DarkChocolate.png,True,0.0,True,2026-06-27T00:56:55.280867,2026-06-27T00:56:55.280867
57cde399-accc-5fec-ac8e-88454f214a88,38625481-8435-5399-a917-738024d901c0,Bánh Nướng Mật Ong,banh-nuong-mat-ong,"Bánh nướng truyền thống mang hương vị mật ong nguyên chất đặc trưng của Webee. Cốt bánh mềm xốp, thơm dịu, hòa quyện vị ngọt thanh tự nhiên và lớp phủ mật ong óng ánh hấp dẫn.",97000,https://res.cloudinary.com/dhw56qppe/image/upload/v1782492701/product-image/banh-nuong/honey%20cake.png,False,0.0,True,2026-06-27T00:56:55.280867,2026-06-27T00:56:55.280867
f496fc62-4810-5ea1-b640-fe021b7b3a46,38625481-8435-5399-a917-738024d901c0,Bánh Chuối Sô-cô-la,banh-chuoi-so-co-la,"Sự kết hợp hài hòa giữa chuối chín tự nhiên và chocolate đen đậm đà trên nền đường nâu thơm dịu. Bánh có kết cấu mềm ẩm, giàu dinh dưỡng và mang đến hương vị ngọt ngào khó quên.",97000,https://res.cloudinary.com/dhw56qppe/image/upload/v1782492680/product-image/banh-nuong/banana%20chocolate%20cake%201.png,False,0.0,True,2026-06-27T00:56:55.280867,2026-06-27T00:56:55.280867
5c1de8ee-3212-5330-b919-e6c202f2b87e,38625481-8435-5399-a917-738024d901c0,Bánh Chuối Hạnh Nhân,banh-chuoi-hanh-nhan,Bánh chuối thơm ngọt tự nhiên kết hợp cùng hạnh nhân rang vàng tạo nên hương vị béo bùi hấp dẫn. Sản phẩm giàu chất xơ và phù hợp cho bữa ăn nhẹ lành mạnh.,97000,https://res.cloudinary.com/dhw56qppe/image/upload/v1782492677/product-image/banh-nuong/banana%20almond%20cake.png,False,0.0,True,2026-06-27T00:56:55.280867,2026-06-27T00:56:55.280867
e208c5a3-7cc2-5957-a47e-1f50c32a6c6f,38625481-8435-5399-a917-738024d901c0,Bánh Nướng Matcha,banh-nuong-matcha,"Hương trà xanh matcha thanh mát kết hợp cùng vị ngọt nhẹ của mật ong tạo nên chiếc bánh tinh tế, ít ngọt và phù hợp với những khách hàng yêu thích hương vị Nhật Bản.",97000,https://res.cloudinary.com/dhw56qppe/image/upload/v1782492843/product-image/banh-nuong/matcha%20honey%20cake.png,False,0.0,True,2026-06-27T00:56:55.280867,2026-06-27T00:56:55.280867
ba17e8fb-3d06-5887-abff-13da123301c5,38625481-8435-5399-a917-738024d901c0,Bánh Croissant Truyền Thống,banh-croissant-truyen-thong,"Chiếc croissant kinh điển với lớp vỏ vàng óng, giòn tan và kết cấu ngàn lớp đặc trưng. Được làm từ bơ cao cấp, mang đến hương thơm béo ngậy và vị ngon tinh tế trong từng lớp bánh.",39000,https://res.cloudinary.com/dhw56qppe/image/upload/v1782492688/product-image/banh-nuong/croissant%201.png,False,0.0,True,2026-06-27T00:56:55.280867,2026-06-27T00:56:55.280867
d6da2ab8-9a99-519a-b7c4-2091867705e2,38625481-8435-5399-a917-738024d901c0,Bánh Ngàn Lớp Sô-cô-la,banh-ngan-lop-so-co-la,Lớp bánh ngàn lớp vàng giòn bao bọc nhân chocolate đen đậm đà. Sự hòa quyện giữa vị bơ thơm béo và chocolate truyền thống tạo nên món bánh được yêu thích trên toàn thế giới.,39000,https://res.cloudinary.com/dhw56qppe/image/upload/v1782492694/product-image/banh-nuong/croissant%202.png,False,0.0,True,2026-06-27T00:56:55.280867,2026-06-27T00:56:55.280867
eb8be35a-b812-533f-ae29-374cddbaad8f,38625481-8435-5399-a917-738024d901c0,Bánh Croissant Mật Ong,banh-croissant-mat-ong,Phiên bản đặc trưng của Webee với lớp croissant ngàn lớp giòn rụm được phủ mật ong nguyên chất. Hương bơ thơm nồng hòa quyện cùng vị ngọt thanh tự nhiên của mật ong tạo nên trải nghiệm độc đáo và hấp dẫn.,39000,https://res.cloudinary.com/dhw56qppe/image/upload/v1782492842/product-image/banh-nuong/honey%20croissant.png,False,0.0,True,2026-06-27T00:56:55.280867,2026-06-27T00:56:55.280867
bc131109-b23a-5c4a-83ac-443740d12887,95cee8e2-a59e-5ea3-9756-c749943fc8ab,Bánh cuộn Chocolate,banh-cuon-chocolate,"Bánh cuộn chocolate - loại bánh cổ điển, mềm mịn với lớp sponge cacao đậm vị được cuộn đều cùng phần kem sữa béo ngậy, tạo thành những vòng xoắn bắt mắt. Hương vị cân bằng giữa vị đắng nhẹ của socola và vị ngọt dịu của kem khiến bánh trở thành lựa chọn hoàn hảo.",29000,https://res.cloudinary.com/dhw56qppe/image/upload/v1782492901/product-image/mini-cakes/minicake-oreo%281%29.png,False,0.0,True,2026-06-27T00:56:55.280867,2026-06-27T00:56:55.280867
1e49946f-f3f5-59c3-8cf2-0db377fc6c1f,95cee8e2-a59e-5ea3-9756-c749943fc8ab,Bánh cuộn Khoai môn,banh-cuon-khoai-mon,"Bánh cuộn khoai môn - loại bánh mềm mịn, mang hương vị đặc trưng của khoai môn với lớp bánh sponge màu tím nhạt được cuộn đều với phần kem sữa béo ngậy, tạo thành những vòng xoắn đẹp mắt. Bên ngoài có thể phủ thêm bột khoai môn hoặc đường mịn để tăng hương vị và thẩm mỹ.",29000,https://res.cloudinary.com/dhw56qppe/image/upload/v1782492899/product-image/mini-cakes/minicake-khoaimon%281%29.png,False,0.0,True,2026-06-27T00:56:55.280867,2026-06-27T00:56:55.280867
b2b0d922-e56e-5266-aec9-14ff7f377656,95cee8e2-a59e-5ea3-9756-c749943fc8ab,Panacotta Táo xanh,panacotta-tao-xanh,"Panacotta Táo xanh - món tráng miệng Ý biến tấu hiện đại, mang phong cách thanh mát và nhẹ nhàng. Lớp kem sữa mịn màng, béo nhẹ được kết hợp với vị chua dịu và hương thơm tươi mới của táo xanh, tạo nên sự cân bằng hoàn hảo giữa ngọt và chua.",19000,https://res.cloudinary.com/dhw56qppe/image/upload/v1782492897/product-image/mini-cakes/minicake-dualuoi%281%29.png,False,0.0,True,2026-06-27T00:56:55.280867,2026-06-27T00:56:55.280867
3475825e-466e-5220-9ff6-13c8fbc83318,95cee8e2-a59e-5ea3-9756-c749943fc8ab,Bánh Capuchino,banh-capuchino,"Bánh Capuchino - phù hợp để ăn tráng miệng, dùng làm bữa nhẹ, tea break hoặc các sự kiện lớn. Bánh mang hương vị cà phê cappuccino đặc trưng, kết hợp nguyên liệu cơ bản như trứng gà, sữa tươi, bột mì và bơ, tạo nên kết cấu mềm mịn và hương thơm tinh tế.",39000,https://res.cloudinary.com/dhw56qppe/image/upload/v1782492894/product-image/mini-cakes/minicake-cafe%281%29.png,False,0.0,True,2026-06-27T00:56:55.280867,2026-06-27T00:56:55.280867
e4bad133-da3f-58d3-a5ed-d77107972229,95cee8e2-a59e-5ea3-9756-c749943fc8ab,Phomat sữa chua lạnh,phomat-sua-chua-lanh,"Phomat sữa chua lạnh - một loại mini cake mềm mịn, thanh mát, thích hợp dùng cho bữa sáng hoặc tea break. Bánh kết hợp vị béo nhẹ của phô mai với sự chua dịu của sữa chua, tạo nên hương vị cân bằng, không ngấy, dễ ăn và hợp khẩu vị nhiều người.",35000,https://res.cloudinary.com/dhw56qppe/image/upload/v1782492903/product-image/mini-cakes/minicake-phomatsuachua%281%29.png,False,0.0,True,2026-06-27T00:56:55.280867,2026-06-27T00:56:55.280867
6a18bde5-440f-5300-a224-25a7379511a1,a2fc694e-9225-564c-8d53-68632bfc2fc7,Tiramisu Classic,tiramisu-classic,"Tiramisu Classic giữ trọn tinh thần truyền thống Ý - lớp bông lan vani mềm mịn thấm cà phê đen đậm đà, sâu và rõ vị. Bề mặt phủ đều bột ca cao mịn, mang sắc nâu ấm áp. Hộp thiếc dày dặn, gọn gàng giúp bảo quản tốt và tôn lên vẻ sang trọng của món tráng miệng kinh điển này.",222000,https://res.cloudinary.com/dhw56qppe/image/upload/v1782492958/product-image/tiramisu/tiramisu-tiramisuclassic%281%29.png,False,0.0,True,2026-06-27T00:56:55.280867,2026-06-27T00:56:55.280867
147289ba-13e0-571e-97dc-bc4b5da0e260,a2fc694e-9225-564c-8d53-68632bfc2fc7,Tiramisu Thanh Trà,tiramisu-thanh-tra,"Tiramisu Thanh Trà - Sự đan xen giữa kết cấu tiramisu êm ái và hương vị thanh trà dịu nhẹ tạo nên một món tráng miệng thanh tao, dễ chịu, khiến bạn cứ muốn nhâm nhi mãi mà không hề thấy ngán. Lớp sốt trái cây phủ bên ngoài mang đến điểm nhấn tươi mới, trong khi hộp thiếc cứng cáp, gọn gàng giúp bảo quản tốt và tôn lên vẻ sang trọng của món bánh.",249000,https://res.cloudinary.com/dhw56qppe/image/upload/v1782492965/product-image/tiramisu/tiramisu-tiramisuthanhtra%281%29.png,False,0.0,True,2026-06-27T00:56:55.280867,2026-06-27T00:56:55.280867
25b66dad-abd8-5629-bbca-57fd386f8514,a2fc694e-9225-564c-8d53-68632bfc2fc7,Tiramisu Thanh Nhãn,tiramisu-thanh-nhan,"Tiramisu Thanh Nhãn - Lớp bông lan vani mềm mịn hòa quyện cùng vị ngọt dịu, thanh mát của nhãn tươi. Từng miếng bánh mang đến cảm giác nhẹ nhàng, tươi mới như một làn gió mùa hè. Bề mặt điểm vài cánh hoa hồng sấy khô, tạo nét tinh tế và lãng mạn, làm nổi bật sự thanh thoát của hương vị.",249000,https://res.cloudinary.com/dhw56qppe/image/upload/v1782492955/product-image/tiramisu/tiramisu-thanhnhan%281%29.png,False,0.0,True,2026-06-27T00:56:55.280867,2026-06-27T00:56:55.280867
b6022ca8-867d-5ab8-b11e-172672120830,a2fc694e-9225-564c-8d53-68632bfc2fc7,Tiramisu Matcha,tiramisu-matcha,"Tiramisu Matcha - Bông lan vani mềm mịn kết hợp cùng lớp kem matcha xanh mướt, mang vị đắng nhẹ và hương thơm đặc trưng của trà Nhật. Bề mặt phủ bột matcha mịn, tạo sắc xanh tươi mới, vừa sang trọng vừa hiện đại, đem lại trải nghiệm khác biệt nhưng vẫn giữ tinh thần Ý cổ điển.",265000,https://res.cloudinary.com/dhw56qppe/image/upload/v1782492961/product-image/tiramisu/tiramisu-tiramisumatcha%281%29.png,False,0.0,True,2026-06-27T00:56:55.280867,2026-06-27T00:56:55.280867
